"customer_id";"customer_name";"customer_segment";"city";"state";"join_date";"join_date_clean";"rn";"missing_city_flag";"city_clean"
"C00642";"Amit Mehta";"Retail";"Mumbai";"Maharashtra";"2020-07-01";"2020-07-01";1;"No";"Mumbai"
"C00643";"Sunita Verma";"Wholesale";"Bangalore";"Karnataka";"2023-09-21";"2023-09-21";1;"No";"Bangalore"
"C00644";"Neha Joshi";"Retail";"Bhopal";"Madhya Pradesh";"2020-08-09";"2020-08-09";1;"No";"Bhopal"
"C00645";"Manoj Sharma";"Wholesale";"Unknown";"Maharashtra";"2019-10-30";"2019-10-30";1;"Yes";"Unknown"
"C00646";"Swati Pandey";"Retail";"Bangalore";"Karnataka";"2019-11-12";"2019-11-12";1;"No";"Bangalore"
"C00647";"Ravi Tiwari";"Wholesale";"Bangalore";"Karnataka";"2020-07-27";"2020-07-27";1;"No";"Bangalore"
"C00648";"Kiran Nair";"Corporate";"Pune";"Maharashtra";"2019-02-24";"2019-02-24";1;"No";"Pune"
"C00649";"deepa kumar";"Corporate";"Mumbai";"Maharashtra";"2020-10-18";"2020-10-18";1;"No";"Mumbai"
"C00650";"Ravi Iyer";"Corporate";"Kolkata";"West Bengal";"2024-08-17";"2024-08-17";1;"No";"Kolkata"
"C00651";"Deepa Mehta";"Retail";"Hyderabad";"Telangana";"2020-05-27";"2020-05-27";1;"No";"Hyderabad"
"C00652";"Vijay Iyer";"Retail";"Jaipur";"Rajasthan";"2019-11-13";"2019-11-13";1;"No";"Jaipur"
"C00653";"Nitin Bhat";"Corporate";"Jaipur";"Rajasthan";"2023-03-02";"2023-03-02";1;"No";"Jaipur"
"C00654";"Pooja Joshi";"Retail";"Delhi";"Delhi";"2022-10-06";"2022-10-06";1;"No";"Delhi"
"C00655";"Ravi Mehta";"Corporate";"Unknown";"Delhi";"2022-06-20";"2022-06-20";1;"Yes";"Unknown"
"C00656";"Vijay Mishra";"Retail";"Chennai";"Tamil Nadu";"2019-07-03";"2019-07-03";1;"No";"Chennai"
"C00657";"ARUN BHAT";"Wholesale";"Delhi";"Unknown";"2022-12-31";"2022-12-31";1;"No";"Delhi"
"C00658";"Deepa Iyer";"Wholesale";"Jaipur";"Rajasthan";"2020-02-03";"2020-02-03";1;"No";"Jaipur"
"C00659";"Suresh Pillai";"Corporate";"Delhi";"Delhi";"2019-04-08";"2019-04-08";1;"No";"Delhi"
"C00660";"Arun Iyer";"Retail";"Hyderabad";"Telangana";"2019-11-19";"2019-11-19";1;"No";"Hyderabad"
"C00661";"Amit Mehta";"Corporate";"Nagpur";"Maharashtra";"2024-08-16";"2024-08-16";1;"No";"Nagpur"
"C00662";"Kiran Pandey";"Wholesale";"Kolkata";"West Bengal";"2023-01-15";"2023-01-15";1;"No";"Kolkata"
"C00663";"LEELA PILLAI";"Corporate";"Nagpur";"Maharashtra";"2019-11-04";"2019-11-04";1;"No";"Nagpur"
"C00664";"Rahul Tiwari";"Wholesale";"Delhi";"Delhi";"2022-06-21";"2022-06-21";1;"No";"Delhi"
"C00665";"Meera Singh";"Wholesale";"Pune";"Maharashtra";"2019-10-07";"2019-10-07";1;"No";"Pune"
"C00666";"Arjun Tiwari";"Retail";"Delhi";"Delhi";"2021-11-22";"2021-11-22";1;"No";"Delhi"
"C00667";"Swati Reddy";"Wholesale";"Nagpur";"Maharashtra";"2024-06-22";"2024-06-22";1;"No";"Nagpur"
"C00668";"Priya Rao";"Wholesale";"Jaipur";"Rajasthan";"2020-06-12";"2020-06-12";1;"No";"Jaipur"
"C00669";"Nitin Rao";"Corporate";"Pune";"Maharashtra";"2024-09-03";"2024-09-03";1;"No";"Pune"
"C00670";"Nitin Reddy";"Corporate";"Mumbai";"Maharashtra";"2021-09-29";"2021-09-29";1;"No";"Mumbai"
"C00671";"meera sharma";"Retail";"Hyderabad";"Telangana";"2019-10-26";"2019-10-26";1;"No";"Hyderabad"
"C00672";"Neha Iyer";"Corporate";"Delhi";"Delhi";"2024-12-31";"2024-12-31";1;"No";"Delhi"
"C00673";"NITIN KUMAR";"Corporate";"Delhi";"Delhi";"2023-11-10";"2023-11-10";1;"No";"Delhi"
"C00674";"Vijay Iyer";"Wholesale";"Pune";"Maharashtra";"2024-05-04";"2024-05-04";1;"No";"Pune"
"C00675";"Sunita Reddy";"Corporate";"Bangalore";"Karnataka";"2021-05-24";"2021-05-24";1;"No";"Bangalore"
"C00676";"SURESH TIWARI";"Corporate";"Unknown";"Rajasthan";"2023-10-28";"2023-10-28";1;"Yes";"Unknown"
"C00677";"SWATI JOSHI";"Retail";"Nagpur";"Maharashtra";"2020-12-22";"2020-12-22";1;"No";"Nagpur"
"C00678";"AMIT GUPTA";"Wholesale";"Delhi";"Delhi";"2023-09-16";"2023-09-16";1;"No";"Delhi"
"C00679";"Kiran Joshi";"Wholesale";"Bangalore";"Karnataka";"2023-10-22";"2023-10-22";1;"No";"Bangalore"
"C00680";"suresh nair";"Wholesale";"Jaipur";"Rajasthan";"2020-10-20";"2020-10-20";1;"No";"Jaipur"
"C00681";"Pooja Rao";"Corporate";"Jaipur";"Rajasthan";"2021-03-24";"2021-03-24";1;"No";"Jaipur"
"C00682";"Amit Tiwari";"Wholesale";"Nagpur";"Maharashtra";"2022-07-20";"2022-07-20";1;"No";"Nagpur"
"C00683";"Ravi Gupta";"Retail";"Kolkata";"West Bengal";"2023-07-23";"2023-07-23";1;"No";"Kolkata"
"C00684";"Arjun Chauhan";"Wholesale";"Bangalore";"Karnataka";"2020-02-04";"2020-02-04";1;"No";"Bangalore"
"C00685";"Priya Joshi";"Retail";"Jaipur";"Rajasthan";"2023-03-27";"2023-03-27";1;"No";"Jaipur"
"C00686";"Vijay Rao";"Retail";"Nagpur";"Unknown";"2023-01-30";"2023-01-30";1;"No";"Nagpur"
"C00687";"Ravi Nair";"Corporate";"Delhi";"Delhi";"2024-02-11";"2024-02-11";1;"No";"Delhi"
"C00688";"Pooja Pillai";"Corporate";"Jaipur";"Rajasthan";"2020-04-09";"2020-04-09";1;"No";"Jaipur"
"C00689";"Anita Menon";"Retail";"Ahmedabad";"Gujarat";"2023-04-12";"2023-04-12";1;"No";"Ahmedabad"
"C00690";"Deepa Pillai";"Corporate";"Lucknow";"Uttar Pradesh";"2020-02-11";"2020-02-11";1;"No";"Lucknow"
"C00691";"AMIT KUMAR";"Retail";"Lucknow";"Uttar Pradesh";"2020-02-13";"2020-02-13";1;"No";"Lucknow"
"C00692";"Nitin Chauhan";"Retail";"Nagpur";"Maharashtra";"2021-07-01";"2021-07-01";1;"No";"Nagpur"
"C00693";"Nitin Mishra";"Retail";"Kolkata";"West Bengal";"2024-03-15";"2024-03-15";1;"No";"Kolkata"
"C00694";"POOJA IYER";"Wholesale";"Chennai";"Tamil Nadu";"2021-12-19";"2021-12-19";1;"No";"Chennai"
"C00695";"Deepa Pillai";"Retail";"Unknown";"Unknown";"2023-03-14";"2023-03-14";1;"Yes";"Unknown"
"C00696";"Kiran Pandey";"Retail";"Lucknow";"Uttar Pradesh";"2023-05-23";"2023-05-23";1;"No";"Lucknow"
"C00697";"Vijay Pandey";"Retail";"Lucknow";"Uttar Pradesh";"2023-05-19";"2023-05-19";1;"No";"Lucknow"
"C00698";"Anita Iyer";"Corporate";"Bangalore";"Karnataka";"2020-06-01";"2020-06-01";1;"No";"Bangalore"
"C00699";"Kiran Kumar";"Wholesale";"Nagpur";"Maharashtra";"2020-10-13";"2020-10-13";1;"No";"Nagpur"
"C00700";"SURESH JOSHI";"Retail";"Unknown";"Rajasthan";"2020-09-18";"2020-09-18";1;"Yes";"Unknown"
"C00701";"Ravi Pandey";"Retail";"Lucknow";"Uttar Pradesh";"2020-06-18";"2020-06-18";1;"No";"Lucknow"
"C00702";"nitin rao";"Corporate";"Chennai";"Tamil Nadu";"2021-10-01";"2021-10-01";1;"No";"Chennai"
"C00703";"Manoj Reddy";"Wholesale";"Delhi";"Delhi";"2020-02-28";"2020-02-28";1;"No";"Delhi"
"C00704";"Sunita Menon";"Retail";"Delhi";"Delhi";"2021-01-09";"2021-01-09";1;"No";"Delhi"
"C00705";"Amit Singh";"Wholesale";"Chennai";"Tamil Nadu";"2019-03-31";"2019-03-31";1;"No";"Chennai"
"C00706";"Pooja Singh";"Corporate";"Delhi";"Delhi";"2022-07-08";"2022-07-08";1;"No";"Delhi"
"C00707";"nitin patel";"Retail";"Bangalore";"Karnataka";"2019-05-09";"2019-05-09";1;"No";"Bangalore"
"C00708";"Sunita Das";"Wholesale";"Lucknow";"Unknown";"2024-11-07";"2024-11-07";1;"No";"Lucknow"
"C00709";"arjun kumar";"Retail";"Unknown";"Gujarat";"2020-09-16";"2020-09-16";1;"Yes";"Unknown"
"C00710";"vijay rao";"Retail";"Mumbai";"Maharashtra";"2020-06-02";"2020-06-02";1;"No";"Mumbai"
"C00711";"Arjun Reddy";"Retail";"Pune";"Maharashtra";"2024-03-28";"2024-03-28";1;"No";"Pune"
"C00712";"Swati Pillai";"Wholesale";"Chennai";"Tamil Nadu";"2022-02-25";"2022-02-25";1;"No";"Chennai"
"C00713";"Manoj Kumar";"Corporate";"Hyderabad";"Telangana";"2024-06-21";"2024-06-21";1;"No";"Hyderabad"
"C00714";"Pooja Menon";"Corporate";"Hyderabad";"Telangana";"2023-04-18";"2023-04-18";1;"No";"Hyderabad"
"C00715";"Pooja Joshi";"Wholesale";"Nagpur";"Maharashtra";"2019-05-19";"2019-05-19";1;"No";"Nagpur"
"C00716";"Kiran Reddy";"Wholesale";"Lucknow";"Uttar Pradesh";"2024-12-12";"2024-12-12";1;"No";"Lucknow"
"C00717";"KAVYA IYER";"Retail";"Pune";"Maharashtra";"2021-10-01";"2021-10-01";1;"No";"Pune"
"C00718";"Amit Joshi";"Wholesale";"Bangalore";"Karnataka";"2022-07-28";"2022-07-28";1;"No";"Bangalore"
"C00719";"Ravi Das";"Corporate";"Pune";"Maharashtra";"2023-04-29";"2023-04-29";1;"No";"Pune"
"C00720";"Deepa Pandey";"Retail";"Delhi";"Delhi";"2019-11-03";"2019-11-03";1;"No";"Delhi"
"C00721";"Arun Pillai";"Wholesale";"Pune";"Maharashtra";"2019-07-23";"2019-07-23";1;"No";"Pune"
"C00722";"SWATI BHAT";"Wholesale";"Jaipur";"Rajasthan";"2022-08-31";"2022-08-31";1;"No";"Jaipur"
"C00723";"Arun Iyer";"Retail";"Unknown";"Telangana";"2019-01-20";"2019-01-20";1;"Yes";"Unknown"
"C00724";"nitin nair";"Wholesale";"Mumbai";"Maharashtra";"2019-06-10";"2019-06-10";1;"No";"Mumbai"
"C00725";"SURESH SHARMA";"Retail";"Jaipur";"Rajasthan";"2022-11-17";"2022-11-17";1;"No";"Jaipur"
"C00726";"Manoj Singh";"Wholesale";"Kolkata";"West Bengal";"2024-02-05";"2024-02-05";1;"No";"Kolkata"
"C00727";"Swati Kumar";"Corporate";"Unknown";"Unknown";"2019-02-12";"2019-02-12";1;"Yes";"Unknown"
"C00728";"Rahul Kumar";"Corporate";"Bhopal";"Madhya Pradesh";"2021-02-21";"2021-02-21";1;"No";"Bhopal"
"C00729";"Kavya Mishra";"Corporate";"Mumbai";"Maharashtra";"2020-03-29";"2020-03-29";1;"No";"Mumbai"
"C00730";"PRIYA NAIR";"Wholesale";"Bhopal";"Madhya Pradesh";"2022-01-10";"2022-01-10";1;"No";"Bhopal"
"C00731";"Anita Gupta";"Retail";"Bangalore";"Karnataka";"2023-08-20";"2023-08-20";1;"No";"Bangalore"
"C00732";"Nitin Kumar";"Retail";"Lucknow";"Uttar Pradesh";"2022-02-23";"2022-02-23";1;"No";"Lucknow"
"C00733";"Suresh Bhat";"Wholesale";"Hyderabad";"Telangana";"2021-09-19";"2021-09-19";1;"No";"Hyderabad"
"C00734";"VIJAY SINGH";"Wholesale";"Mumbai";"Maharashtra";"2024-04-01";"2024-04-01";1;"No";"Mumbai"
"C00735";"Manoj Joshi";"Wholesale";"Chennai";"Tamil Nadu";"2024-10-06";"2024-10-06";1;"No";"Chennai"
"C00736";"Suresh Nair";"Corporate";"Bangalore";"Karnataka";"2020-06-16";"2020-06-16";1;"No";"Bangalore"
"C00737";"Neha Rao";"Wholesale";"Lucknow";"Uttar Pradesh";"2021-02-08";"2021-02-08";1;"No";"Lucknow"
"C00738";"Amit Reddy";"Corporate";"Hyderabad";"Telangana";"2020-02-23";"2020-02-23";1;"No";"Hyderabad"
"C00739";"Rahul Menon";"Corporate";"Delhi";"Delhi";"2021-02-05";"2021-02-05";1;"No";"Delhi"
"C00740";"Arjun Sharma";"Corporate";"Kolkata";"West Bengal";"2019-12-11";"2019-12-11";1;"No";"Kolkata"
"C00741";"Kavya Pillai";"Wholesale";"Ahmedabad";"Gujarat";"2023-12-13";"2023-12-13";1;"No";"Ahmedabad"
"C00742";"ARJUN RAO";"Corporate";"Jaipur";"Rajasthan";"2022-04-19";"2022-04-19";1;"No";"Jaipur"
"C00743";"vijay iyer";"Wholesale";"Ahmedabad";"Gujarat";"2020-03-23";"2020-03-23";1;"No";"Ahmedabad"
"C00744";"Priya Mehta";"Retail";"Unknown";"Unknown";"2021-12-26";"2021-12-26";1;"Yes";"Unknown"
"C00745";"Neha Singh";"Wholesale";"Chennai";"Tamil Nadu";"2023-07-16";"2023-07-16";1;"No";"Chennai"
"C00746";"manoj iyer";"Corporate";"Bhopal";"Madhya Pradesh";"2021-04-13";"2021-04-13";1;"No";"Bhopal"
"C00747";"Kavya Nair";"Wholesale";"Unknown";"Madhya Pradesh";"2024-05-06";"2024-05-06";1;"Yes";"Unknown"
"C00748";"deepa mehta";"Corporate";"Delhi";"Delhi";"2024-02-08";"2024-02-08";1;"No";"Delhi"
"C00749";"Rahul Sharma";"Wholesale";"Unknown";"Maharashtra";"2019-11-12";"2019-11-12";1;"Yes";"Unknown"
"C00750";"Anita Sharma";"Wholesale";"Unknown";"Uttar Pradesh";"2024-04-19";"2024-04-19";1;"Yes";"Unknown"
"C00751";"Sunita Verma";"Corporate";"Nagpur";"Maharashtra";"2024-11-21";"2024-11-21";1;"No";"Nagpur"
"C00752";"Kiran Patel";"Retail";"Delhi";"Delhi";"2024-01-28";"2024-01-28";1;"No";"Delhi"
"C00753";"Swati Rao";"Wholesale";"Nagpur";"Maharashtra";"2019-02-25";"2019-02-25";1;"No";"Nagpur"
"C00754";"Kavya Nair";"Corporate";"Nagpur";"Maharashtra";"2024-06-06";"2024-06-06";1;"No";"Nagpur"
"C00755";"Sunita Reddy";"Corporate";"Unknown";"Maharashtra";"2021-06-21";"2021-06-21";1;"Yes";"Unknown"
"C00756";"Rahul Rao";"Retail";"Lucknow";"Uttar Pradesh";"2023-01-12";"2023-01-12";1;"No";"Lucknow"
"C00757";"vijay singh";"Wholesale";"Nagpur";"Maharashtra";"2024-01-15";"2024-01-15";1;"No";"Nagpur"
"C00758";"Kiran Patel";"Corporate";"Pune";"Maharashtra";"2023-09-06";"2023-09-06";1;"No";"Pune"
"C00759";"arjun nair";"Corporate";"Ahmedabad";"Gujarat";"2020-05-18";"2020-05-18";1;"No";"Ahmedabad"
"C00760";"Pooja Menon";"Wholesale";"Hyderabad";"Unknown";"2020-08-25";"2020-08-25";1;"No";"Hyderabad"
"C00761";"Nitin Gupta";"Wholesale";"Lucknow";"Uttar Pradesh";"2024-06-17";"2024-06-17";1;"No";"Lucknow"
"C00762";"Deepa Singh";"Retail";"Unknown";"West Bengal";"2020-05-20";"2020-05-20";1;"Yes";"Unknown"
"C00763";"Priya Bhat";"Wholesale";"Pune";"Unknown";"2021-10-26";"2021-10-26";1;"No";"Pune"
"C00764";"Rahul Rao";"Corporate";"Nagpur";"Maharashtra";"2019-12-19";"2019-12-19";1;"No";"Nagpur"
"C00765";"Arjun Gupta";"Retail";"Jaipur";"Rajasthan";"2021-06-15";"2021-06-15";1;"No";"Jaipur"
"C00766";"Priya Bhat";"Retail";"Nagpur";"Maharashtra";"2020-02-06";"2020-02-06";1;"No";"Nagpur"
"C00767";"Arjun Nair";"Retail";"Lucknow";"Uttar Pradesh";"2020-07-24";"2020-07-24";1;"No";"Lucknow"
"C00768";"vijay reddy";"Corporate";"Chennai";"Tamil Nadu";"2024-03-03";"2024-03-03";1;"No";"Chennai"
"C00769";"Meera Patel";"Wholesale";"Delhi";"Delhi";"2022-07-07";"2022-07-07";1;"No";"Delhi"
"C00770";"Kiran Rao";"Wholesale";"Kolkata";"West Bengal";"2019-04-24";"2019-04-24";1;"No";"Kolkata"
"C00771";"Meera Sharma";"Wholesale";"Delhi";"Delhi";"2022-05-23";"2022-05-23";1;"No";"Delhi"
"C00772";"Neha Tiwari";"Retail";"Lucknow";"Uttar Pradesh";"2022-04-16";"2022-04-16";1;"No";"Lucknow"
"C00773";"priya iyer";"Corporate";"Mumbai";"Maharashtra";"2024-10-22";"2024-10-22";1;"No";"Mumbai"
"C00774";"NITIN VERMA";"Wholesale";"Nagpur";"Maharashtra";"2022-04-05";"2022-04-05";1;"No";"Nagpur"
"C00775";"Arun Bhat";"Retail";"Delhi";"Delhi";"2019-08-06";"2019-08-06";1;"No";"Delhi"
"C00776";"vijay chauhan";"Corporate";"Kolkata";"West Bengal";"2020-09-25";"2020-09-25";1;"No";"Kolkata"
"C00777";"Deepa Nair";"Retail";"Kolkata";"West Bengal";"2019-10-03";"2019-10-03";1;"No";"Kolkata"
"C00778";"Ravi Gupta";"Retail";"Ahmedabad";"Gujarat";"2024-04-24";"2024-04-24";1;"No";"Ahmedabad"
"C00779";"Ravi Chauhan";"Retail";"Delhi";"Delhi";"2021-01-23";"2021-01-23";1;"No";"Delhi"
"C00780";"Neha Mishra";"Corporate";"Nagpur";"Maharashtra";"2020-05-19";"2020-05-19";1;"No";"Nagpur"
"C00781";"Pooja Gupta";"Retail";"Bangalore";"Karnataka";"2020-11-30";"2020-11-30";1;"No";"Bangalore"
"C00782";"Kiran Mishra";"Wholesale";"Hyderabad";"Telangana";"2024-07-12";"2024-07-12";1;"No";"Hyderabad"
"C00783";"Kavya Reddy";"Corporate";"Delhi";"Delhi";"2020-08-29";"2020-08-29";1;"No";"Delhi"
"C00784";"Ravi Nair";"Corporate";"Unknown";"Rajasthan";"2023-12-26";"2023-12-26";1;"Yes";"Unknown"
"C00785";"Priya Rao";"Wholesale";"Bhopal";"Unknown";"2020-10-10";"2020-10-10";1;"No";"Bhopal"
"C00786";"Kavya Chauhan";"Corporate";"Chennai";"Tamil Nadu";"2023-05-19";"2023-05-19";1;"No";"Chennai"
"C00787";"kiran singh";"Retail";"Pune";"Maharashtra";"2024-02-26";"2024-02-26";1;"No";"Pune"
"C00788";"Rahul Reddy";"Corporate";"Hyderabad";"Telangana";"2024-06-04";"2024-06-04";1;"No";"Hyderabad"
"C00789";"Manoj Bhat";"Retail";"Lucknow";"Uttar Pradesh";"2024-11-22";"2024-11-22";1;"No";"Lucknow"
"C00790";"Arjun Gupta";"Corporate";"Lucknow";"Uttar Pradesh";"2023-07-12";"2023-07-12";1;"No";"Lucknow"
"C00791";"AMIT VERMA";"Corporate";"Bangalore";"Karnataka";"2024-08-07";"2024-08-07";1;"No";"Bangalore"
"C00792";"Swati Das";"Corporate";"Chennai";"Tamil Nadu";"2023-04-23";"2023-04-23";1;"No";"Chennai"
"C00793";"POOJA SINGH";"Wholesale";"Unknown";"Delhi";"2023-12-14";"2023-12-14";1;"Yes";"Unknown"
"C00794";"Kavya Pandey";"Retail";"Bangalore";"Karnataka";"2023-03-27";"2023-03-27";1;"No";"Bangalore"
"C00795";"Rahul Tiwari";"Retail";"Hyderabad";"Telangana";"2021-07-12";"2021-07-12";1;"No";"Hyderabad"
"C00796";"Vijay Patel";"Corporate";"Chennai";"Unknown";"2020-01-30";"2020-01-30";1;"No";"Chennai"
"C00797";"Vijay Verma";"Retail";"Pune";"Maharashtra";"2019-10-22";"2019-10-22";1;"No";"Pune"
"C00798";"Suresh Patel";"Corporate";"Nagpur";"Maharashtra";"2021-04-29";"2021-04-29";1;"No";"Nagpur"
"C00799";"Arun Bhat";"Wholesale";"Lucknow";"Uttar Pradesh";"2019-10-03";"2019-10-03";1;"No";"Lucknow"
"C00800";"Nitin Pillai";"Retail";"Lucknow";"Uttar Pradesh";"2022-05-06";"2022-05-06";1;"No";"Lucknow"
"C00801";"Sunita Kumar";"Retail";"Lucknow";"Unknown";"2022-04-02";"2022-04-02";1;"No";"Lucknow"
"C00802";"Arjun Iyer";"Retail";"Bangalore";"Karnataka";"2021-09-15";"2021-09-15";1;"No";"Bangalore"
"C00803";"Kiran Pandey";"Wholesale";"Unknown";"Uttar Pradesh";"2020-03-30";"2020-03-30";1;"Yes";"Unknown"
"C00804";"Arun Bhat";"Wholesale";"Unknown";"Maharashtra";"2021-12-04";"2021-12-04";1;"Yes";"Unknown"
"C00805";"Vijay Das";"Retail";"Bangalore";"Karnataka";"2022-09-12";"2022-09-12";1;"No";"Bangalore"
"C00806";"Priya Mehta";"Corporate";"Lucknow";"Uttar Pradesh";"2019-05-25";"2019-05-25";1;"No";"Lucknow"
"C00807";"Kavya Singh";"Corporate";"Bhopal";"Madhya Pradesh";"2024-05-15";"2024-05-15";1;"No";"Bhopal"
"C00808";"Rahul Reddy";"Retail";"Mumbai";"Maharashtra";"2022-12-05";"2022-12-05";1;"No";"Mumbai"
"C00809";"Pooja Bhat";"Retail";"Mumbai";"Unknown";"2021-03-14";"2021-03-14";1;"No";"Mumbai"
"C00810";"Meera Pandey";"Corporate";"Nagpur";"Maharashtra";"2019-08-02";"2019-08-02";1;"No";"Nagpur"
"C00811";"Manoj Iyer";"Wholesale";"Bhopal";"Madhya Pradesh";"2023-11-29";"2023-11-29";1;"No";"Bhopal"
"C00812";"Sunita Pandey";"Wholesale";"Pune";"Maharashtra";"2019-08-26";"2019-08-26";1;"No";"Pune"
"C00813";"NEHA MEHTA";"Retail";"Chennai";"Tamil Nadu";"2019-07-07";"2019-07-07";1;"No";"Chennai"
"C00814";"Ravi Mehta";"Retail";"Mumbai";"Maharashtra";"2019-06-29";"2019-06-29";1;"No";"Mumbai"
"C00815";"Suresh Rao";"Retail";"Hyderabad";"Telangana";"2020-05-16";"2020-05-16";1;"No";"Hyderabad"
"C00816";"Amit Singh";"Corporate";"Chennai";"Tamil Nadu";"2023-01-02";"2023-01-02";1;"No";"Chennai"
"C00817";"Neha Menon";"Wholesale";"Ahmedabad";"Gujarat";"2024-11-27";"2024-11-27";1;"No";"Ahmedabad"
"C00818";"Arjun Das";"Corporate";"Unknown";"Delhi";"2024-06-14";"2024-06-14";1;"Yes";"Unknown"
"C00819";"Arjun Singh";"Retail";"Ahmedabad";"Gujarat";"2021-05-13";"2021-05-13";1;"No";"Ahmedabad"
"C00820";"Sunita Rao";"Retail";"Mumbai";"Maharashtra";"2024-02-02";"2024-02-02";1;"No";"Mumbai"
"C00821";"Sunita Sharma";"Retail";"Hyderabad";"Telangana";"2019-12-13";"2019-12-13";1;"No";"Hyderabad"
"C00822";"Priya Reddy";"Wholesale";"Unknown";"West Bengal";"2023-12-24";"2023-12-24";1;"Yes";"Unknown"
"C00823";"Priya Mehta";"Retail";"Nagpur";"Unknown";"2022-06-03";"2022-06-03";1;"No";"Nagpur"
"C00824";"Priya Mishra";"Retail";"Lucknow";"Uttar Pradesh";"2021-12-11";"2021-12-11";1;"No";"Lucknow"
"C00825";"Arun Joshi";"Wholesale";"Bhopal";"Madhya Pradesh";"2023-10-18";"2023-10-18";1;"No";"Bhopal"
"C00826";"Priya Kumar";"Corporate";"Nagpur";"Maharashtra";"2024-12-30";"2024-12-30";1;"No";"Nagpur"
"C00827";"Nitin Pillai";"Corporate";"Ahmedabad";"Gujarat";"2024-03-29";"2024-03-29";1;"No";"Ahmedabad"
"C00828";"Neha Gupta";"Wholesale";"Nagpur";"Maharashtra";"2021-10-20";"2021-10-20";1;"No";"Nagpur"
"C00829";"Meera Nair";"Wholesale";"Mumbai";"Maharashtra";"2021-10-23";"2021-10-23";1;"No";"Mumbai"
"C00830";"leela sharma";"Corporate";"Nagpur";"Maharashtra";"2021-01-02";"2021-01-02";1;"No";"Nagpur"
"C00831";"NITIN MENON";"Retail";"Unknown";"West Bengal";"2021-06-11";"2021-06-11";1;"Yes";"Unknown"
"C00832";"Pooja Verma";"Retail";"Hyderabad";"Telangana";"2019-09-20";"2019-09-20";1;"No";"Hyderabad"
"C00833";"Nitin Patel";"Wholesale";"Hyderabad";"Telangana";"2020-12-15";"2020-12-15";1;"No";"Hyderabad"
"C00834";"Rahul Pandey";"Retail";"Delhi";"Delhi";"2024-09-06";"2024-09-06";1;"No";"Delhi"
"C00835";"Nitin Tiwari";"Corporate";"Bhopal";"Madhya Pradesh";"2021-11-27";"2021-11-27";1;"No";"Bhopal"
"C00836";"Arjun Sharma";"Wholesale";"Ahmedabad";"Gujarat";"2022-12-03";"2022-12-03";1;"No";"Ahmedabad"
"C00837";"Sunita Singh";"Retail";"Ahmedabad";"Gujarat";"2023-03-02";"2023-03-02";1;"No";"Ahmedabad"
"C00838";"Pooja Singh";"Wholesale";"Unknown";"Karnataka";"2023-01-15";"2023-01-15";1;"Yes";"Unknown"
"C00839";"Suresh Pillai";"Wholesale";"Kolkata";"West Bengal";"2019-05-08";"2019-05-08";1;"No";"Kolkata"
"C00840";"ANITA RAO";"Retail";"Unknown";"Uttar Pradesh";"2022-07-06";"2022-07-06";1;"Yes";"Unknown"
"C00841";"Kiran Chauhan";"Corporate";"Pune";"Maharashtra";"2019-05-14";"2019-05-14";1;"No";"Pune"
"C00842";"Rahul Iyer";"Corporate";"Delhi";"Delhi";"2021-07-08";"2021-07-08";1;"No";"Delhi"
"C00843";"Arun Chauhan";"Corporate";"Ahmedabad";"Gujarat";"2020-05-11";"2020-05-11";1;"No";"Ahmedabad"
"C00844";"Kiran Verma";"Corporate";"Ahmedabad";"Gujarat";"2021-03-09";"2021-03-09";1;"No";"Ahmedabad"
"C00845";"Arun Nair";"Wholesale";"Chennai";"Tamil Nadu";"2021-08-03";"2021-08-03";1;"No";"Chennai"
"C00846";"Nitin Das";"Retail";"Bhopal";"Madhya Pradesh";"2023-08-07";"2023-08-07";1;"No";"Bhopal"
"C00847";"Kavya Singh";"Corporate";"Delhi";"Delhi";"2021-08-01";"2021-08-01";1;"No";"Delhi"
"C00848";"Nitin Pillai";"Retail";"Ahmedabad";"Gujarat";"2020-07-19";"2020-07-19";1;"No";"Ahmedabad"
"C00849";"Leela Reddy";"Wholesale";"Pune";"Maharashtra";"2024-08-30";"2024-08-30";1;"No";"Pune"
"C00850";"Rahul Tiwari";"Retail";"Bangalore";"Unknown";"2020-05-09";"2020-05-09";1;"No";"Bangalore"
"C00851";"Pooja Reddy";"Corporate";"Kolkata";"West Bengal";"2019-05-20";"2019-05-20";1;"No";"Kolkata"
"C00852";"Pooja Sharma";"Retail";"Bangalore";"Karnataka";"2023-05-09";"2023-05-09";1;"No";"Bangalore"
"C00853";"pooja rao";"Corporate";"Ahmedabad";"Gujarat";"2022-10-11";"2022-10-11";1;"No";"Ahmedabad"
"C00854";"Suresh Tiwari";"Retail";"Unknown";"Madhya Pradesh";"2022-12-24";"2022-12-24";1;"Yes";"Unknown"
"C00855";"Nitin Pillai";"Corporate";"Jaipur";"Rajasthan";"2020-07-05";"2020-07-05";1;"No";"Jaipur"
"C00856";"Anita Tiwari";"Corporate";"Delhi";"Unknown";"2023-02-24";"2023-02-24";1;"No";"Delhi"
"C00857";"Nitin Iyer";"Retail";"Ahmedabad";"Gujarat";"2020-02-01";"2020-02-01";1;"No";"Ahmedabad"
"C00858";"Neha Nair";"Retail";"Lucknow";"Uttar Pradesh";"2024-09-12";"2024-09-12";1;"No";"Lucknow"
"C00859";"Pooja Nair";"Wholesale";"Bangalore";"Unknown";"2021-05-12";"2021-05-12";1;"No";"Bangalore"
